NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
CELLULAR CALCIUM ION HOMEOSTASIS	CELLULAR CALCIUM ION HOMEOSTASIS		30	-0.359804	-1.1506879	0.32608697	0.56461275	1	966	"tags=37%, list=19%, signal=45%"
CELL CYCLE ARREST	CELL CYCLE ARREST		20	-0.3868937	-1.1500621	0.2555332	0.56381	1	862	"tags=35%, list=17%, signal=42%"
PRESYNAPTIC CYTOSOL	PRESYNAPTIC CYTOSOL		17	-0.40763494	-1.1472585	0.31128404	0.5675855	1	1761	"tags=47%, list=35%, signal=72%"
POSITIVE REGULATION OF ENDOCYTOSIS	POSITIVE REGULATION OF ENDOCYTOSIS		19	-0.36249143	-1.1453294	0.28915662	0.5697104	1	934	"tags=47%, list=18%, signal=58%"
MITOTIC CELL CYCLE	MITOTIC CELL CYCLE		46	-0.30884117	-1.1417491	0.25742576	0.57493025	1	2469	"tags=61%, list=49%, signal=117%"
CYTOPLASMIC MICROTUBULE ORGANIZATION	CYTOPLASMIC MICROTUBULE ORGANIZATION		22	-0.41757202	-1.14064	0.2993763	0.5752719	1	1493	"tags=45%, list=29%, signal=64%"
TRANSLATION REGULATOR ACTIVITY	TRANSLATION REGULATOR ACTIVITY		15	-0.4476709	-1.1401651	0.32741618	0.5742906	1	1455	"tags=47%, list=29%, signal=65%"
NEUROGENESIS	NEUROGENESIS		18	-0.399243	-1.1390833	0.32612967	0.57461053	1	1040	"tags=39%, list=20%, signal=49%"
RECEPTOR TYROSINE KINASE BINDING	RECEPTOR TYROSINE KINASE BINDING		24	-0.38859668	-1.138838	0.3190184	0.5731828	1	1534	"tags=54%, list=30%, signal=77%"
CHLORIDE TRANSPORT	CHLORIDE TRANSPORT		17	-0.3935635	-1.1362846	0.30722892	0.5765846	1	755	"tags=35%, list=15%, signal=41%"
RESPONSE TO MECHANICAL STIMULUS	RESPONSE TO MECHANICAL STIMULUS		16	-0.40333217	-1.1352136	0.31062123	0.5768725	1	1101	"tags=38%, list=22%, signal=48%"
NEGATIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION	NEGATIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION		15	-0.40459988	-1.1336856	0.27938342	0.5781202	1	1334	"tags=47%, list=26%, signal=63%"
MITOTIC METAPHASE PLATE CONGRESSION	MITOTIC METAPHASE PLATE CONGRESSION		17	-0.35936514	-1.1314918	0.27148438	0.5805096	1	803	"tags=24%, list=16%, signal=28%"
LAMELLIPODIUM ASSEMBLY	LAMELLIPODIUM ASSEMBLY		21	-0.34640193	-1.1274099	0.29376256	0.58683485	1	873	"tags=33%, list=17%, signal=40%"
SNAP RECEPTOR ACTIVITY	SNAP RECEPTOR ACTIVITY		22	-0.40787628	-1.1215466	0.32723576	0.59653234	1	546	"tags=27%, list=11%, signal=30%"
REGULATION OF SYNAPSE ORGANIZATION	REGULATION OF SYNAPSE ORGANIZATION		22	-0.33017558	-1.1211778	0.31762296	0.59538114	1	889	"tags=41%, list=18%, signal=49%"
FATTY ACID BETA-OXIDATION	FATTY ACID BETA-OXIDATION		16	-0.40203702	-1.118741	0.34285715	0.5983364	1	554	"tags=19%, list=11%, signal=21%"
"PROTEIN BINDING, BRIDGING"	"PROTEIN BINDING, BRIDGING"		29	-0.35718888	-1.1167107	0.33333334	0.60062456	1	1953	"tags=52%, list=38%, signal=84%"
ENDOCYTOSIS	ENDOCYTOSIS		87	-0.28278902	-1.113485	0.30784708	0.6052878	1	926	"tags=24%, list=18%, signal=29%"
PROTEIN PHOSPHATASE REGULATOR ACTIVITY	PROTEIN PHOSPHATASE REGULATOR ACTIVITY		23	-0.3631378	-1.1132863	0.3171206	0.6037485	1	2013	"tags=57%, list=40%, signal=93%"
NEGATIVE REGULATION OF CELL ADHESION	NEGATIVE REGULATION OF CELL ADHESION		22	-0.35274667	-1.1132005	0.35420743	0.6019137	1	764	"tags=41%, list=15%, signal=48%"
NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION	NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION		17	-0.3872685	-1.1084481	0.31360948	0.60961485	1	655	"tags=29%, list=13%, signal=34%"
NEURAL TUBE CLOSURE	NEURAL TUBE CLOSURE		26	-0.32388926	-1.1062915	0.31976745	0.6119333	1	2011	"tags=54%, list=40%, signal=89%"
THIOL-DEPENDENT UBIQUITINYL HYDROLASE ACTIVITY	THIOL-DEPENDENT UBIQUITINYL HYDROLASE ACTIVITY		24	-0.3595139	-1.1039155	0.36016098	0.614805	1	1378	"tags=38%, list=27%, signal=51%"
T-TUBULE	T-TUBULE		27	-0.35563245	-1.1034582	0.34949496	0.6139005	1	953	"tags=33%, list=19%, signal=41%"
NUCLEOCYTOPLASMIC TRANSPORT	NUCLEOCYTOPLASMIC TRANSPORT		16	-0.40656057	-1.0993453	0.38047808	0.6205836	1	1795	"tags=44%, list=35%, signal=67%"
SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION	SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION		45	-0.29486933	-1.097656	0.30708662	0.6221767	1	1346	"tags=33%, list=26%, signal=45%"
CYTOSKELETON ORGANIZATION	CYTOSKELETON ORGANIZATION		58	-0.28055957	-1.095031	0.32931727	0.6255673	1	1218	"tags=34%, list=24%, signal=45%"
FLEMMING BODY	FLEMMING BODY		17	-0.3522411	-1.0947803	0.36290324	0.62403196	1	843	"tags=24%, list=17%, signal=28%"
HETEROTRIMERIC G-PROTEIN COMPLEX	HETEROTRIMERIC G-PROTEIN COMPLEX		19	-0.3611528	-1.094543	0.37951806	0.6225721	1	2550	"tags=63%, list=50%, signal=126%"
TRANSLATION INITIATION FACTOR ACTIVITY	TRANSLATION INITIATION FACTOR ACTIVITY		39	-0.33405656	-1.094059	0.34502923	0.62160397	1	1494	"tags=44%, list=29%, signal=61%"
RESPONSE TO LEAD ION	RESPONSE TO LEAD ION		15	-0.38832447	-1.0934168	0.34808853	0.6209413	1	1615	"tags=67%, list=32%, signal=97%"
POSITIVE REGULATION OF CELL GROWTH	POSITIVE REGULATION OF CELL GROWTH		39	-0.29890767	-1.0932745	0.3223301	0.61925995	1	1456	"tags=36%, list=29%, signal=50%"
NAD BINDING	NAD BINDING		29	-0.34370965	-1.0907261	0.36032388	0.6224317	1	771	"tags=21%, list=15%, signal=24%"
AXON EXTENSION	AXON EXTENSION		15	-0.34727445	-1.0880718	0.3545082	0.6258803	1	478	"tags=27%, list=9%, signal=29%"
INTRA-GOLGI VESICLE-MEDIATED TRANSPORT	INTRA-GOLGI VESICLE-MEDIATED TRANSPORT		16	-0.41570497	-1.0859772	0.4003984	0.62834936	1	1514	"tags=50%, list=30%, signal=71%"
TRANSLATIONAL INITIATION	TRANSLATIONAL INITIATION		43	-0.32811356	-1.0830668	0.3483366	0.6322175	1	1494	"tags=42%, list=29%, signal=59%"
ERYTHROCYTE DIFFERENTIATION	ERYTHROCYTE DIFFERENTIATION		17	-0.37337917	-1.0824347	0.34980237	0.63158756	1	817	"tags=35%, list=16%, signal=42%"
HISTONE H4 ACETYLATION	HISTONE H4 ACETYLATION		17	-0.46102354	-1.0815462	0.39049587	0.63140804	1	1424	"tags=41%, list=28%, signal=57%"
CELL BODY	CELL BODY		65	-0.28577688	-1.0777828	0.36935166	0.6372418	1	1561	"tags=40%, list=31%, signal=57%"
VESICLE	VESICLE		62	-0.26700205	-1.0761719	0.3286004	0.63865215	1	936	"tags=29%, list=18%, signal=35%"
STEREOCILIUM	STEREOCILIUM		15	-0.39603177	-1.0731459	0.36895162	0.6427541	1	812	"tags=33%, list=16%, signal=40%"
TRNA PROCESSING	TRNA PROCESSING		25	-0.38558885	-1.0726465	0.3909465	0.64188796	1	2654	"tags=72%, list=52%, signal=150%"
POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY	POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY		24	-0.31458294	-1.0719237	0.34860557	0.64150333	1	920	"tags=29%, list=18%, signal=35%"
HISTONE DEACETYLATION	HISTONE DEACETYLATION		17	-0.46422613	-1.071585	0.45901638	0.6402171	1	2323	"tags=76%, list=46%, signal=140%"
SPINDLE	SPINDLE		74	-0.31616557	-1.0712165	0.39173228	0.63904697	1	1383	"tags=38%, list=27%, signal=51%"
TAU PROTEIN BINDING	TAU PROTEIN BINDING		19	-0.35186818	-1.0708653	0.3882353	0.63780314	1	1094	"tags=47%, list=22%, signal=60%"
ADHERENS JUNCTION ORGANIZATION	ADHERENS JUNCTION ORGANIZATION		18	-0.38482955	-1.0699363	0.39807692	0.6379494	1	271	"tags=17%, list=5%, signal=18%"
DENDRITIC SPINE DEVELOPMENT	DENDRITIC SPINE DEVELOPMENT		16	-0.3877169	-1.0687835	0.42031872	0.6383915	1	1377	"tags=50%, list=27%, signal=68%"
MITOTIC CYTOKINESIS	MITOTIC CYTOKINESIS		20	-0.34099376	-1.0656884	0.4027778	0.6426234	1	1178	"tags=30%, list=23%, signal=39%"
PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY	PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY		24	-0.32294673	-1.0646869	0.3863179	0.6428324	1	2185	"tags=63%, list=43%, signal=109%"
REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION	REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION		26	-0.36560988	-1.0646775	0.40471512	0.64092976	1	1807	"tags=54%, list=36%, signal=83%"
CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS	CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS		23	-0.3340212	-1.0639131	0.3685259	0.64056903	1	522	"tags=17%, list=10%, signal=19%"
PHOSPHOLIPID BIOSYNTHETIC PROCESS	PHOSPHOLIPID BIOSYNTHETIC PROCESS		21	-0.3380141	-1.0594653	0.38762885	0.6475413	1	1619	"tags=48%, list=32%, signal=70%"
MITOCHONDRIAL MEMBRANE	MITOCHONDRIAL MEMBRANE		48	-0.28284663	-1.058715	0.3613963	0.647246	1	1470	"tags=40%, list=29%, signal=55%"
CYTOPLASMIC TRANSLATIONAL INITIATION	CYTOPLASMIC TRANSLATIONAL INITIATION		16	-0.42874587	-1.0574394	0.41317365	0.64802724	1	1897	"tags=69%, list=37%, signal=109%"
EUKARYOTIC TRANSLATION INITIATION FACTOR 3 COMPLEX	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 COMPLEX		15	-0.42142105	-1.0542544	0.40873015	0.65276647	1	1897	"tags=67%, list=37%, signal=106%"
CHAPERONE-MEDIATED PROTEIN FOLDING	CHAPERONE-MEDIATED PROTEIN FOLDING		20	-0.33354557	-1.0532194	0.42857143	0.65295726	1	1007	"tags=30%, list=20%, signal=37%"
POSITIVE REGULATION OF NEURON APOPTOTIC PROCESS	POSITIVE REGULATION OF NEURON APOPTOTIC PROCESS		29	-0.33592132	-1.0528674	0.3836978	0.65173477	1	1534	"tags=55%, list=30%, signal=79%"
RHYTHMIC PROCESS	RHYTHMIC PROCESS		48	-0.3267129	-1.0527341	0.40674603	0.6500623	1	1472	"tags=44%, list=29%, signal=61%"
PROTEIN DEUBIQUITINATION	PROTEIN DEUBIQUITINATION		24	-0.34216273	-1.0518367	0.42094457	0.6498333	1	1467	"tags=38%, list=29%, signal=52%"
VISUAL PERCEPTION	VISUAL PERCEPTION		15	-0.3646972	-1.0472254	0.402834	0.65708077	1	839	"tags=40%, list=17%, signal=48%"
CYTOSOLIC LARGE RIBOSOMAL SUBUNIT	CYTOSOLIC LARGE RIBOSOMAL SUBUNIT		36	-0.42733824	-1.0467503	0.4922179	0.6562434	1	2464	"tags=78%, list=49%, signal=150%"
EPHRIN RECEPTOR SIGNALING PATHWAY	EPHRIN RECEPTOR SIGNALING PATHWAY		21	-0.3365566	-1.0462719	0.39731285	0.65535355	1	909	"tags=29%, list=18%, signal=35%"
MOTOR NEURON AXON GUIDANCE	MOTOR NEURON AXON GUIDANCE		15	-0.39998737	-1.0442944	0.43259558	0.6572795	1	920	"tags=40%, list=18%, signal=49%"
ENDOSOMAL TRANSPORT	ENDOSOMAL TRANSPORT		24	-0.31024256	-1.0441954	0.42857143	0.6556256	1	1600	"tags=42%, list=31%, signal=61%"
EPHRIN RECEPTOR BINDING	EPHRIN RECEPTOR BINDING		21	-0.3466654	-1.0418227	0.41747573	0.65868604	1	1193	"tags=43%, list=23%, signal=56%"
GOLGI TO PLASMA MEMBRANE TRANSPORT	GOLGI TO PLASMA MEMBRANE TRANSPORT		16	-0.36834276	-1.0411904	0.4011628	0.6581274	1	2129	"tags=63%, list=42%, signal=107%"
LIVER DEVELOPMENT	LIVER DEVELOPMENT		33	-0.28257585	-1.0402443	0.40190476	0.6580425	1	919	"tags=21%, list=18%, signal=26%"
PROTEIN IMPORT INTO NUCLEUS	PROTEIN IMPORT INTO NUCLEUS		47	-0.30186093	-1.0376673	0.4183267	0.66141623	1	1105	"tags=32%, list=22%, signal=40%"
GLUCOSE HOMEOSTASIS	GLUCOSE HOMEOSTASIS		33	-0.3014043	-1.0366067	0.4035433	0.6614429	1	1657	"tags=45%, list=33%, signal=67%"
REGULATION OF SIGNAL TRANSDUCTION	REGULATION OF SIGNAL TRANSDUCTION		15	-0.3936769	-1.0336035	0.41295546	0.66538984	1	1837	"tags=60%, list=36%, signal=94%"
PROTEIN HETERODIMERIZATION ACTIVITY	PROTEIN HETERODIMERIZATION ACTIVITY		111	-0.221765	-1.0320241	0.3958763	0.66652626	1	1244	"tags=25%, list=24%, signal=33%"
SMAD BINDING	SMAD BINDING		19	-0.34885564	-1.029513	0.4302789	0.66936815	1	1326	"tags=47%, list=26%, signal=64%"
RESPONSE TO COCAINE	RESPONSE TO COCAINE		24	-0.3114301	-1.0266769	0.4396728	0.6732441	1	1214	"tags=33%, list=24%, signal=44%"
ANION TRANSMEMBRANE TRANSPORT	ANION TRANSMEMBRANE TRANSPORT		16	-0.37103367	-1.0259577	0.42797494	0.67290074	1	2097	"tags=56%, list=41%, signal=95%"
MAGNESIUM ION BINDING	MAGNESIUM ION BINDING		98	-0.27943215	-1.0245804	0.42626262	0.67375976	1	2149	"tags=50%, list=42%, signal=85%"
PEROXISOME	PEROXISOME		45	-0.2689789	-1.0240198	0.41666666	0.67305934	1	913	"tags=27%, list=18%, signal=32%"
RESPONSE TO HORMONE	RESPONSE TO HORMONE		25	-0.298884	-1.0206453	0.4228457	0.67805505	1	745	"tags=32%, list=15%, signal=37%"
POSITIVE REGULATION OF JNK CASCADE	POSITIVE REGULATION OF JNK CASCADE		20	-0.327284	-1.0201536	0.43444228	0.67707264	1	876	"tags=40%, list=17%, signal=48%"
ORGANELLE MEMBRANE	ORGANELLE MEMBRANE		25	-0.31601536	-1.0175833	0.43564355	0.6803584	1	1615	"tags=48%, list=32%, signal=70%"
MRNA 3'-UTR BINDING	MRNA 3'-UTR BINDING		45	-0.31669247	-1.0160377	0.456	0.68172026	1	1863	"tags=44%, list=37%, signal=70%"
TRANSCRIPTION BY RNA POLYMERASE II	TRANSCRIPTION BY RNA POLYMERASE II		43	-0.3039476	-1.0140278	0.45436105	0.68397856	1	1497	"tags=37%, list=29%, signal=52%"
CYTOPLASMIC STRESS GRANULE	CYTOPLASMIC STRESS GRANULE		43	-0.3240965	-1.0137981	0.44573644	0.6825576	1	1839	"tags=40%, list=36%, signal=61%"
LEARNING OR MEMORY	LEARNING OR MEMORY		30	-0.3175231	-1.013549	0.45417514	0.68116635	1	359	"tags=27%, list=7%, signal=29%"
CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING	CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING		17	-0.30572638	-1.0123967	0.444227	0.6815528	1	2100	"tags=47%, list=41%, signal=80%"
ION TRANSMEMBRANE TRANSPORT	ION TRANSMEMBRANE TRANSPORT		32	-0.3095595	-1.0115461	0.4367589	0.6813667	1	755	"tags=31%, list=15%, signal=36%"
TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER	TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER		20	-0.34436104	-1.0113447	0.4734774	0.67996114	1	574	"tags=15%, list=11%, signal=17%"
VESICLE-MEDIATED TRANSPORT	VESICLE-MEDIATED TRANSPORT		146	-0.26041788	-1.0095763	0.46893787	0.6816927	1	1398	"tags=32%, list=28%, signal=42%"
POSITIVE REGULATION OF PROTEIN COMPLEX ASSEMBLY	POSITIVE REGULATION OF PROTEIN COMPLEX ASSEMBLY		19	-0.31820065	-1.0039555	0.45059288	0.6909615	1	154	"tags=16%, list=3%, signal=16%"
RESPONSE TO NUTRIENT LEVELS	RESPONSE TO NUTRIENT LEVELS		26	-0.30497068	-1.0038325	0.4470339	0.6893704	1	1615	"tags=38%, list=32%, signal=56%"
CENTRIOLAR SATELLITE	CENTRIOLAR SATELLITE		23	-0.32660675	-0.99627113	0.49129593	0.702577	1	310	"tags=17%, list=6%, signal=18%"
MLL1 COMPLEX	MLL1 COMPLEX		16	-0.38488945	-0.9961951	0.47390395	0.7008427	1	2514	"tags=75%, list=49%, signal=148%"
POSITIVE REGULATION OF PROTEIN TARGETING TO MEMBRANE	POSITIVE REGULATION OF PROTEIN TARGETING TO MEMBRANE		19	-0.33861446	-0.9955484	0.45129225	0.7003357	1	1915	"tags=47%, list=38%, signal=76%"
MITOTIC SPINDLE	MITOTIC SPINDLE		34	-0.28898814	-0.993565	0.5	0.7023847	1	1178	"tags=29%, list=23%, signal=38%"
POSITIVE REGULATION OF VIRAL GENOME REPLICATION	POSITIVE REGULATION OF VIRAL GENOME REPLICATION		17	-0.34502622	-0.9927547	0.46292585	0.7022893	1	1282	"tags=29%, list=25%, signal=39%"
PROTEIN N-TERMINUS BINDING	PROTEIN N-TERMINUS BINDING		72	-0.2318383	-0.9927452	0.46666667	0.70045865	1	388	"tags=13%, list=8%, signal=13%"
PROTEIN LOCALIZATION	PROTEIN LOCALIZATION		33	-0.27491036	-0.99091005	0.47081712	0.7023956	1	1464	"tags=36%, list=29%, signal=51%"
NEGATIVE REGULATION OF PROTEIN PHOSPHORYLATION	NEGATIVE REGULATION OF PROTEIN PHOSPHORYLATION		41	-0.25632817	-0.9902655	0.4971537	0.7019143	1	1582	"tags=44%, list=31%, signal=63%"
POSTSYNAPTIC ACTIN CYTOSKELETON ORGANIZATION	POSTSYNAPTIC ACTIN CYTOSKELETON ORGANIZATION		18	-0.313612	-0.99015117	0.47609147	0.7002875	1	1636	"tags=39%, list=32%, signal=57%"
LYSOSOME ORGANIZATION	LYSOSOME ORGANIZATION		18	-0.32317144	-0.9868833	0.4607438	0.7047279	1	624	"tags=22%, list=12%, signal=25%"
PHOSPHATIDYLINOSITOL-3-PHOSPHATE BINDING	PHOSPHATIDYLINOSITOL-3-PHOSPHATE BINDING		17	-0.37798557	-0.9858887	0.4619883	0.704866	1	2114	"tags=53%, list=42%, signal=90%"
CELLULAR RESPONSE TO DRUG	CELLULAR RESPONSE TO DRUG		35	-0.29200718	-0.98418456	0.48732942	0.70631695	1	1351	"tags=34%, list=27%, signal=46%"
GDP BINDING	GDP BINDING		54	-0.274748	-0.98345226	0.49603173	0.705992	1	1349	"tags=37%, list=27%, signal=50%"
CELLULAR RESPONSE TO AMINO ACID STIMULUS	CELLULAR RESPONSE TO AMINO ACID STIMULUS		26	-0.29620954	-0.98192704	0.504931	0.7070185	1	1344	"tags=35%, list=26%, signal=47%"
PEPTIDYL-TYROSINE PHOSPHORYLATION	PEPTIDYL-TYROSINE PHOSPHORYLATION		47	-0.26396853	-0.9808926	0.49591836	0.70719826	1	1237	"tags=36%, list=24%, signal=47%"
NEGATIVE REGULATION OF AUTOPHAGY	NEGATIVE REGULATION OF AUTOPHAGY		17	-0.37612844	-0.98010457	0.525355	0.7069128	1	261	"tags=24%, list=5%, signal=25%"
MITOCHONDRIAL INNER MEMBRANE	MITOCHONDRIAL INNER MEMBRANE		153	-0.23277992	-0.97621846	0.4908722	0.7126459	1	1019	"tags=24%, list=20%, signal=29%"
EXTRINSIC COMPONENT OF CYTOPLASMIC SIDE OF PLASMA MEMBRANE	EXTRINSIC COMPONENT OF CYTOPLASMIC SIDE OF PLASMA MEMBRANE		28	-0.27547336	-0.9743871	0.4989858	0.7142944	1	810	"tags=32%, list=16%, signal=38%"
ROUGH ENDOPLASMIC RETICULUM	ROUGH ENDOPLASMIC RETICULUM		37	-0.2585739	-0.97289675	0.48948374	0.71539754	1	656	"tags=24%, list=13%, signal=28%"
"TRANSCRIPTION, DNA-TEMPLATED"	"TRANSCRIPTION, DNA-TEMPLATED"		31	-0.30912748	-0.97248995	0.4764706	0.7144113	1	2032	"tags=55%, list=40%, signal=91%"
PROTEASOME ACCESSORY COMPLEX	PROTEASOME ACCESSORY COMPLEX		16	-0.43376425	-0.9716802	0.5530146	0.71424353	1	2307	"tags=63%, list=45%, signal=114%"
RESPONSE TO COLD	RESPONSE TO COLD		15	-0.33685893	-0.97083837	0.4888438	0.71413946	1	639	"tags=27%, list=13%, signal=30%"
CHOLESTEROL METABOLIC PROCESS	CHOLESTEROL METABOLIC PROCESS		32	-0.27846345	-0.97081715	0.5546219	0.7124103	1	589	"tags=28%, list=12%, signal=32%"
NEGATIVE REGULATION OF PROTEIN CATABOLIC PROCESS	NEGATIVE REGULATION OF PROTEIN CATABOLIC PROCESS		20	-0.34872574	-0.969678	0.5173824	0.712851	1	233	"tags=15%, list=5%, signal=16%"
INCLUSION BODY	INCLUSION BODY		16	-0.3078556	-0.9642071	0.49377593	0.7219642	1	2802	"tags=69%, list=55%, signal=153%"
NUCLEAR RECEPTOR TRANSCRIPTION COACTIVATOR ACTIVITY	NUCLEAR RECEPTOR TRANSCRIPTION COACTIVATOR ACTIVITY		21	-0.3583176	-0.96358776	0.5102041	0.72140485	1	2433	"tags=62%, list=48%, signal=118%"
HSP70 PROTEIN BINDING	HSP70 PROTEIN BINDING		23	-0.3050421	-0.9628477	0.5108481	0.7210515	1	1694	"tags=35%, list=33%, signal=52%"
HISTONE DEACETYLASE BINDING	HISTONE DEACETYLASE BINDING		40	-0.32351682	-0.96250814	0.505071	0.7199939	1	2117	"tags=50%, list=42%, signal=85%"
ION CHANNEL BINDING	ION CHANNEL BINDING		75	-0.25087214	-0.95960283	0.5154004	0.7239104	1	1475	"tags=39%, list=29%, signal=54%"
TRANSLATIONAL ELONGATION	TRANSLATIONAL ELONGATION		15	-0.32528389	-0.9589567	0.49791667	0.7234607	1	2464	"tags=60%, list=49%, signal=116%"
RIBOSOMAL LARGE SUBUNIT BIOGENESIS	RIBOSOMAL LARGE SUBUNIT BIOGENESIS		15	-0.39036974	-0.95868254	0.5188867	0.72220844	1	2383	"tags=60%, list=47%, signal=113%"
FLAVIN ADENINE DINUCLEOTIDE BINDING	FLAVIN ADENINE DINUCLEOTIDE BINDING		19	-0.3109928	-0.9576086	0.5144033	0.7224296	1	771	"tags=26%, list=15%, signal=31%"
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY	NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY		37	-0.30815646	-0.9561097	0.5239923	0.72350127	1	1515	"tags=46%, list=30%, signal=65%"
CELLULAR RESPONSE TO EPIDERMAL GROWTH FACTOR STIMULUS	CELLULAR RESPONSE TO EPIDERMAL GROWTH FACTOR STIMULUS		30	-0.3048948	-0.953588	0.5310621	0.726563	1	1582	"tags=40%, list=31%, signal=58%"
CELLULAR RESPONSE TO LEUKEMIA INHIBITORY FACTOR	CELLULAR RESPONSE TO LEUKEMIA INHIBITORY FACTOR		42	-0.26538348	-0.95265806	0.5334608	0.7264662	1	1832	"tags=45%, list=36%, signal=70%"
CELLULAR RESPONSE TO MECHANICAL STIMULUS	CELLULAR RESPONSE TO MECHANICAL STIMULUS		30	-0.2676198	-0.9508682	0.51778656	0.7283125	1	1297	"tags=40%, list=26%, signal=53%"
POSITIVE REGULATION OF TELOMERASE ACTIVITY	POSITIVE REGULATION OF TELOMERASE ACTIVITY		16	-0.3456885	-0.95085084	0.53333336	0.72658026	1	2481	"tags=69%, list=49%, signal=134%"
NEGATIVE REGULATION OF PROTEIN UBIQUITINATION	NEGATIVE REGULATION OF PROTEIN UBIQUITINATION		32	-0.2839836	-0.9499819	0.526	0.7264903	1	1094	"tags=38%, list=22%, signal=47%"
CLATHRIN-COATED VESICLE	CLATHRIN-COATED VESICLE		38	-0.2908369	-0.9477217	0.50098234	0.7291231	1	916	"tags=24%, list=18%, signal=29%"
CONDENSED CHROMOSOME KINETOCHORE	CONDENSED CHROMOSOME KINETOCHORE		29	-0.30623552	-0.9467686	0.52140075	0.728995	1	903	"tags=28%, list=18%, signal=33%"
MRNA POLYADENYLATION	MRNA POLYADENYLATION		19	-0.3316099	-0.94498867	0.52409637	0.7307547	1	1707	"tags=47%, list=34%, signal=71%"
CHLORIDE TRANSMEMBRANE TRANSPORT	CHLORIDE TRANSMEMBRANE TRANSPORT		21	-0.307217	-0.9431838	0.5714286	0.7324265	1	755	"tags=29%, list=15%, signal=33%"
ATP METABOLIC PROCESS	ATP METABOLIC PROCESS		28	-0.28097162	-0.9427221	0.5251509	0.7315145	1	2212	"tags=61%, list=44%, signal=107%"
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE		32	-0.27595532	-0.9418442	0.5246548	0.73142934	1	1064	"tags=34%, list=21%, signal=43%"
CATALYTIC ACTIVITY	CATALYTIC ACTIVITY		191	-0.21386608	-0.94016683	0.5779626	0.73286337	1	1081	"tags=25%, list=21%, signal=30%"
RNA POLYMERASE II COMPLEX BINDING	RNA POLYMERASE II COMPLEX BINDING		22	-0.38161802	-0.9374787	0.557652	0.73611665	1	2393	"tags=68%, list=47%, signal=128%"
ELECTRON TRANSPORT CHAIN	ELECTRON TRANSPORT CHAIN		30	-0.28873986	-0.93746203	0.5471311	0.73441935	1	2167	"tags=57%, list=43%, signal=98%"
POSITIVE REGULATION OF GLUCOSE IMPORT	POSITIVE REGULATION OF GLUCOSE IMPORT		15	-0.3408192	-0.93583333	0.5625	0.735758	1	1915	"tags=73%, list=38%, signal=117%"
NUCLEAR PORE	NUCLEAR PORE		37	-0.28943163	-0.9354657	0.54598826	0.73478293	1	1050	"tags=22%, list=21%, signal=27%"
RESPONSE TO HEAT	RESPONSE TO HEAT		25	-0.26257306	-0.93335617	0.6003937	0.7369107	1	536	"tags=16%, list=11%, signal=18%"
REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY	REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY		30	-0.2919343	-0.9332565	0.5862069	0.73540413	1	2013	"tags=47%, list=40%, signal=77%"
"TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS"	"TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS"		37	-0.29128626	-0.93275756	0.54811716	0.7346269	1	554	"tags=19%, list=11%, signal=21%"
INSULIN RECEPTOR BINDING	INSULIN RECEPTOR BINDING		16	-0.3366902	-0.9284452	0.58655804	0.7412707	1	1534	"tags=56%, list=30%, signal=80%"
MYELIN SHEATH	MYELIN SHEATH		142	-0.21491641	-0.9254156	0.522	0.7453783	1	1346	"tags=29%, list=26%, signal=38%"
CILIUM ASSEMBLY	CILIUM ASSEMBLY		43	-0.25242823	-0.923643	0.60040987	0.7471008	1	881	"tags=21%, list=17%, signal=25%"
KINETOCHORE	KINETOCHORE		48	-0.27179807	-0.923035	0.5474308	0.7464976	1	1991	"tags=48%, list=39%, signal=78%"
