NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
EXOCYTIC VESICLE	EXOCYTIC VESICLE	26	-0.44465363	-1.2594719	0.09881423	0.5474588	1	4092	"tags=50%, list=19%, signal=61%"
IONOTROPIC GLUTAMATE RECEPTOR COMPLEX	IONOTROPIC GLUTAMATE RECEPTOR COMPLEX	15	-0.75514036	-1.2593797	0	0.5457963	1	2326	"tags=67%, list=11%, signal=75%"
GABA RECEPTOR BINDING	GABA RECEPTOR BINDING	15	-0.72595954	-1.2589259	0	0.54471844	1	4395	"tags=73%, list=20%, signal=92%"
ANCHORED COMPONENT OF SYNAPTIC VESICLE MEMBRANE	ANCHORED COMPONENT OF SYNAPTIC VESICLE MEMBRANE	19	-0.7094754	-1.2588058	0	0.5432376	1	4476	"tags=68%, list=21%, signal=86%"
REGULATION OF MITOCHONDRION ORGANIZATION	REGULATION OF MITOCHONDRION ORGANIZATION	20	-0.44831496	-1.2587138	0.32277226	0.5416056	1	5183	"tags=40%, list=24%, signal=52%"
GLUTAMATERGIC SYNAPSE	GLUTAMATERGIC SYNAPSE	466	-0.60251045	-1.2586048	0	0.54007566	1	4311	"tags=60%, list=20%, signal=73%"
AXON INITIAL SEGMENT	AXON INITIAL SEGMENT	17	-0.7659463	-1.2583847	0	0.5389984	1	1839	"tags=53%, list=8%, signal=58%"
PEPTIDYL-L-CYSTEINE S-PALMITOYLATION	PEPTIDYL-L-CYSTEINE S-PALMITOYLATION	21	-0.3148664	-1.2581959	0.115234375	0.537904	1	1291	"tags=19%, list=6%, signal=20%"
EXCITATORY SYNAPSE	EXCITATORY SYNAPSE	41	-0.73722047	-1.2571771	0	0.5384648	1	3728	"tags=76%, list=17%, signal=91%"
ATP METABOLIC PROCESS	ATP METABOLIC PROCESS	42	-0.39874542	-1.2551676	0.2893701	0.5427645	1	6698	"tags=52%, list=31%, signal=75%"
COGNITION	COGNITION	42	-0.4552433	-1.2548759	0.08695652	0.5420105	1	3747	"tags=43%, list=17%, signal=52%"
"REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME"	"REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME"	65	-0.23929925	-1.2541064	0.11545988	0.541659	1	2831	"tags=18%, list=13%, signal=21%"
INTEGRAL COMPONENT OF SYNAPTIC VESICLE MEMBRANE	INTEGRAL COMPONENT OF SYNAPTIC VESICLE MEMBRANE	41	-0.71226746	-1.2539163	0	0.54029757	1	3193	"tags=68%, list=15%, signal=80%"
PDZ DOMAIN BINDING	PDZ DOMAIN BINDING	110	-0.41113824	-1.2534654	0	0.5393023	1	3594	"tags=40%, list=16%, signal=48%"
HISTONE METHYLATION	HISTONE METHYLATION	22	-0.42350736	-1.2522004	0.107569724	0.54121697	1	6103	"tags=55%, list=28%, signal=76%"
REGULATION OF PRESYNAPSE ASSEMBLY	REGULATION OF PRESYNAPSE ASSEMBLY	33	-0.6966757	-1.2512871	0	0.5419172	1	2741	"tags=67%, list=13%, signal=76%"
AUDITORY RECEPTOR CELL STEREOCILIUM ORGANIZATION	AUDITORY RECEPTOR CELL STEREOCILIUM ORGANIZATION	19	-0.35569677	-1.2512462	0.099378884	0.5404665	1	1052	"tags=21%, list=5%, signal=22%"
HINDBRAIN DEVELOPMENT	HINDBRAIN DEVELOPMENT	24	-0.4483968	-1.2510186	0.19329388	0.5393661	1	2962	"tags=33%, list=14%, signal=39%"
RETINA LAYER FORMATION	RETINA LAYER FORMATION	20	-0.48376665	-1.2510186	0.28803244	0.53765386	1	5092	"tags=50%, list=23%, signal=65%"
PEROXISOMAL MEMBRANE	PEROXISOMAL MEMBRANE	50	-0.32402694	-1.2503659	0.11857708	0.53753626	1	3960	"tags=32%, list=18%, signal=39%"
PROTEIN C-TERMINUS BINDING	PROTEIN C-TERMINUS BINDING	225	-0.29631647	-1.2502095	0	0.5361396	1	3984	"tags=30%, list=18%, signal=36%"
MICROTUBULE BINDING	MICROTUBULE BINDING	226	-0.32527253	-1.2501189	0.11660079	0.5350154	1	3866	"tags=35%, list=18%, signal=42%"
PROTEIN SERINE/THREONINE/TYROSINE KINASE ACTIVITY	PROTEIN SERINE/THREONINE/TYROSINE KINASE ACTIVITY	28	-0.31146657	-1.2500718	0.114285715	0.5336445	1	3241	"tags=36%, list=15%, signal=42%"
NEUROTRANSMITTER SECRETION	NEUROTRANSMITTER SECRETION	25	-0.7538593	-1.2496077	0	0.53333116	1	2885	"tags=72%, list=13%, signal=83%"
NAD+ KINASE ACTIVITY	NAD+ KINASE ACTIVITY	17	-0.5335141	-1.249606	0.19367589	0.5318316	1	3803	"tags=41%, list=17%, signal=50%"
NEURON PROJECTION DEVELOPMENT	NEURON PROJECTION DEVELOPMENT	151	-0.47558135	-1.2490788	0	0.5313301	1	4196	"tags=53%, list=19%, signal=65%"
PALMITOYLTRANSFERASE ACTIVITY	PALMITOYLTRANSFERASE ACTIVITY	24	-0.2555865	-1.2483927	0.11637081	0.53156555	1	1689	"tags=17%, list=8%, signal=18%"
"OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-OH GROUP OF DONORS, NAD OR NADP AS ACCEPTOR"	"OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-OH GROUP OF DONORS, NAD OR NADP AS ACCEPTOR"	39	-0.3149002	-1.2483033	0.18145162	0.53028613	1	4734	"tags=36%, list=22%, signal=46%"
SYNAPSE ASSEMBLY	SYNAPSE ASSEMBLY	52	-0.69439584	-1.2471048	0	0.5314839	1	2956	"tags=62%, list=14%, signal=71%"
CYTOSKELETON-DEPENDENT INTRACELLULAR TRANSPORT	CYTOSKELETON-DEPENDENT INTRACELLULAR TRANSPORT	15	-0.41747832	-1.2468355	0.21387284	0.53019875	1	2021	"tags=33%, list=9%, signal=37%"
GLYCINE BINDING	GLYCINE BINDING	15	-0.42945763	-1.2458619	0.09756097	0.5310951	1	3636	"tags=40%, list=17%, signal=48%"
POSITIVE REGULATION OF RUFFLE ASSEMBLY	POSITIVE REGULATION OF RUFFLE ASSEMBLY	15	-0.3939317	-1.2457782	0.10650887	0.52996826	1	3594	"tags=40%, list=16%, signal=48%"
CALYX OF HELD	CALYX OF HELD	27	-0.74445754	-1.2456815	0	0.5287866	1	2376	"tags=63%, list=11%, signal=71%"
GTPASE REGULATOR ACTIVITY	GTPASE REGULATOR ACTIVITY	15	-0.34856552	-1.2454933	0.1097561	0.5277688	1	2600	"tags=33%, list=12%, signal=38%"
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY	REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY	17	-0.40955266	-1.2454263	0	0.5267128	1	2355	"tags=47%, list=11%, signal=53%"
SCHAFFER COLLATERAL - CA1 SYNAPSE	SCHAFFER COLLATERAL - CA1 SYNAPSE	102	-0.6422435	-1.2454038	0	0.5252829	1	3803	"tags=65%, list=17%, signal=78%"
CILIARY BASAL BODY	CILIARY BASAL BODY	132	-0.25282183	-1.2451589	0.29101562	0.52442116	1	4989	"tags=31%, list=23%, signal=40%"
CELL BODY	CELL BODY	110	-0.3397134	-1.2450819	0	0.5232311	1	3553	"tags=35%, list=16%, signal=41%"
ION CHANNEL BINDING	ION CHANNEL BINDING	139	-0.43347833	-1.2445915	0	0.5228008	1	4395	"tags=52%, list=20%, signal=64%"
POSITIVE REGULATION OF DENDRITE MORPHOGENESIS	POSITIVE REGULATION OF DENDRITE MORPHOGENESIS	29	-0.56486577	-1.2445327	0	0.52149117	1	5065	"tags=62%, list=23%, signal=81%"
INTEGRAL COMPONENT OF POSTSYNAPTIC MEMBRANE	INTEGRAL COMPONENT OF POSTSYNAPTIC MEMBRANE	77	-0.6681241	-1.2441182	0	0.52054816	1	4559	"tags=77%, list=21%, signal=97%"
REGULATION OF DENDRITE MORPHOGENESIS	REGULATION OF DENDRITE MORPHOGENESIS	25	-0.6619058	-1.2435746	0	0.5201732	1	3220	"tags=64%, list=15%, signal=75%"
CLATHRIN-DEPENDENT ENDOCYTOSIS	CLATHRIN-DEPENDENT ENDOCYTOSIS	21	-0.7345897	-1.2420416	0	0.5229298	1	4325	"tags=67%, list=20%, signal=83%"
CALCIUM ION-REGULATED EXOCYTOSIS OF NEUROTRANSMITTER	CALCIUM ION-REGULATED EXOCYTOSIS OF NEUROTRANSMITTER	15	-0.7592881	-1.2417914	0.11857708	0.52232873	1	1946	"tags=67%, list=9%, signal=73%"
TRANS-GOLGI NETWORK MEMBRANE	TRANS-GOLGI NETWORK MEMBRANE	30	-0.39342752	-1.2413521	0	0.5216267	1	3057	"tags=37%, list=14%, signal=43%"
VOLTAGE-GATED SODIUM CHANNEL ACTIVITY	VOLTAGE-GATED SODIUM CHANNEL ACTIVITY	22	-0.6629618	-1.2411344	0	0.52071714	1	2355	"tags=64%, list=11%, signal=71%"
PROTEOGLYCAN BIOSYNTHETIC PROCESS	PROTEOGLYCAN BIOSYNTHETIC PROCESS	16	-0.5315188	-1.2399734	0.18181819	0.5214682	1	4766	"tags=56%, list=22%, signal=72%"
NEGATIVE REGULATION OF TOR SIGNALING	NEGATIVE REGULATION OF TOR SIGNALING	30	-0.34107193	-1.2399702	0.3243762	0.5201035	1	3937	"tags=30%, list=18%, signal=37%"
NEUROGENESIS	NEUROGENESIS	63	-0.41305384	-1.2394024	0.19367589	0.5200716	1	3939	"tags=41%, list=18%, signal=50%"
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY	NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY	122	-0.32004732	-1.2393849	0.29752067	0.5188585	1	2557	"tags=22%, list=12%, signal=25%"
GTPASE ACTIVATING PROTEIN BINDING	GTPASE ACTIVATING PROTEIN BINDING	18	-0.5684825	-1.2392936	0	0.51777166	1	3866	"tags=50%, list=18%, signal=61%"
STEROID BIOSYNTHETIC PROCESS	STEROID BIOSYNTHETIC PROCESS	58	-0.33735523	-1.2386785	0.22554891	0.5180537	1	1716	"tags=28%, list=8%, signal=30%"
MEMORY	MEMORY	101	-0.47440597	-1.2385981	0	0.51681334	1	3623	"tags=54%, list=17%, signal=65%"
DOPAMINERGIC SYNAPSE	DOPAMINERGIC SYNAPSE	15	-0.75097966	-1.2370421	0.100790516	0.5185466	1	4434	"tags=80%, list=20%, signal=100%"
CHLORIDE CHANNEL COMPLEX	CHLORIDE CHANNEL COMPLEX	43	-0.33685005	-1.236663	0.09623431	0.5179615	1	2023	"tags=35%, list=9%, signal=38%"
CALCIUM CHANNEL ACTIVITY	CALCIUM CHANNEL ACTIVITY	84	-0.37342846	-1.2365444	0	0.51725876	1	1920	"tags=33%, list=9%, signal=36%"
REGULATION OF SMOOTHENED SIGNALING PATHWAY	REGULATION OF SMOOTHENED SIGNALING PATHWAY	18	-0.4875906	-1.2357817	0.29090908	0.5178189	1	4729	"tags=50%, list=22%, signal=64%"
PERIKARYON	PERIKARYON	193	-0.4431014	-1.2351474	0	0.5178213	1	3573	"tags=49%, list=16%, signal=58%"
PRESYNAPTIC MEMBRANE	PRESYNAPTIC MEMBRANE	79	-0.6849428	-1.233803	0	0.5200097	1	3704	"tags=67%, list=17%, signal=81%"
SYNAPTIC MEMBRANE	SYNAPTIC MEMBRANE	49	-0.57795864	-1.2336792	0	0.5189849	1	5051	"tags=63%, list=23%, signal=82%"
BEHAVIORAL FEAR RESPONSE	BEHAVIORAL FEAR RESPONSE	40	-0.5359902	-1.2330524	0.17193677	0.51900744	1	4467	"tags=60%, list=20%, signal=75%"
LIGAND-GATED ION CHANNEL ACTIVITY	LIGAND-GATED ION CHANNEL ACTIVITY	27	-0.49569154	-1.2328733	0	0.5181939	1	3027	"tags=59%, list=14%, signal=69%"
REGULATION OF CYTOSKELETON ORGANIZATION	REGULATION OF CYTOSKELETON ORGANIZATION	23	-0.39380676	-1.2323939	0.21679688	0.51726204	1	4329	"tags=52%, list=20%, signal=65%"
MYELIN SHEATH	MYELIN SHEATH	177	-0.42144617	-1.2321241	0.29282868	0.51651675	1	5113	"tags=47%, list=23%, signal=61%"
INTEGRAL COMPONENT OF POSTSYNAPTIC DENSITY MEMBRANE	INTEGRAL COMPONENT OF POSTSYNAPTIC DENSITY MEMBRANE	65	-0.7556325	-1.2321229	0	0.51522994	1	2119	"tags=72%, list=10%, signal=80%"
REGULATION OF SHORT-TERM NEURONAL SYNAPTIC PLASTICITY	REGULATION OF SHORT-TERM NEURONAL SYNAPTIC PLASTICITY	17	-0.76264703	-1.2319945	0	0.51410705	1	2326	"tags=65%, list=11%, signal=72%"
REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS	REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS	20	-0.51305854	-1.2317202	0.1027668	0.5138406	1	2022	"tags=45%, list=9%, signal=50%"
POSITIVE REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE	POSITIVE REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE	15	-0.44158268	-1.2307622	0.18145956	0.51422656	1	2381	"tags=47%, list=11%, signal=52%"
IONOTROPIC GLUTAMATE RECEPTOR BINDING	IONOTROPIC GLUTAMATE RECEPTOR BINDING	34	-0.5710279	-1.2304922	0	0.5138049	1	2943	"tags=53%, list=13%, signal=61%"
FILAMIN BINDING	FILAMIN BINDING	15	-0.4028721	-1.2289282	0.20746888	0.5151535	1	2423	"tags=27%, list=11%, signal=30%"
SARCOPLASMIC RETICULUM MEMBRANE	SARCOPLASMIC RETICULUM MEMBRANE	34	-0.4412919	-1.2282991	0.2857143	0.51519585	1	3421	"tags=32%, list=16%, signal=38%"
AXONAL FASCICULATION	AXONAL FASCICULATION	20	-0.77803737	-1.2282705	0	0.5139371	1	3865	"tags=85%, list=18%, signal=103%"
MICROTUBULE MOTOR ACTIVITY	MICROTUBULE MOTOR ACTIVITY	71	-0.32459316	-1.2281318	0.103174604	0.51292616	1	2567	"tags=27%, list=12%, signal=30%"
NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS	NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS	164	-0.29837877	-1.2280371	0.09448819	0.5118461	1	2869	"tags=29%, list=13%, signal=33%"
LONG-TERM SYNAPTIC POTENTIATION	LONG-TERM SYNAPTIC POTENTIATION	54	-0.5557972	-1.2262847	0	0.5145728	1	3594	"tags=59%, list=16%, signal=71%"
PROTEIN LOCALIZATION TO SYNAPSE	PROTEIN LOCALIZATION TO SYNAPSE	17	-0.65257734	-1.2260705	0	0.5138115	1	3594	"tags=76%, list=16%, signal=91%"
REGULATION OF CELLULAR PROTEIN LOCALIZATION	REGULATION OF CELLULAR PROTEIN LOCALIZATION	16	-0.5028116	-1.2256691	0.11660079	0.5134285	1	7969	"tags=69%, list=37%, signal=108%"
REGULATION OF POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR ACTIVITY	REGULATION OF POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR ACTIVITY	15	-0.7387381	-1.2251599	0	0.5129022	1	3906	"tags=67%, list=18%, signal=81%"
WNT SIGNALING PATHWAY	WNT SIGNALING PATHWAY	200	-0.30071205	-1.2246535	0.28402367	0.5130502	1	4764	"tags=33%, list=22%, signal=42%"
SWI/SNF COMPLEX	SWI/SNF COMPLEX	19	-0.5803314	-1.2231879	0.09486166	0.51572335	1	4225	"tags=63%, list=19%, signal=78%"
SPERM AXONEME ASSEMBLY	SPERM AXONEME ASSEMBLY	17	-0.51562524	-1.2226017	0.105050504	0.51583374	1	6184	"tags=47%, list=28%, signal=66%"
DELAYED RECTIFIER POTASSIUM CHANNEL ACTIVITY	DELAYED RECTIFIER POTASSIUM CHANNEL ACTIVITY	28	-0.46990645	-1.2222097	0.19762845	0.5152965	1	4667	"tags=64%, list=21%, signal=82%"
DENDRITE DEVELOPMENT	DENDRITE DEVELOPMENT	44	-0.5967303	-1.2221041	0	0.51432514	1	2951	"tags=52%, list=14%, signal=60%"
CALCIUM-ION REGULATED EXOCYTOSIS	CALCIUM-ION REGULATED EXOCYTOSIS	29	-0.6176389	-1.2220515	0	0.5131085	1	2436	"tags=55%, list=11%, signal=62%"
RESPONSE TO AMPHETAMINE	RESPONSE TO AMPHETAMINE	34	-0.4240108	-1.2219641	0.2808765	0.5120712	1	4492	"tags=44%, list=21%, signal=55%"
POSITIVE REGULATION OF CALCIUM ION-DEPENDENT EXOCYTOSIS	POSITIVE REGULATION OF CALCIUM ION-DEPENDENT EXOCYTOSIS	16	-0.7591526	-1.2212842	0	0.51247215	1	3627	"tags=88%, list=17%, signal=105%"
GABA-ERGIC SYNAPSE	GABA-ERGIC SYNAPSE	92	-0.7038374	-1.2205927	0	0.5123534	1	3266	"tags=74%, list=15%, signal=87%"
POSITIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY	POSITIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY	23	-0.3834834	-1.2201636	0.1	0.5118139	1	2937	"tags=30%, list=13%, signal=35%"
LIPID PHOSPHORYLATION	LIPID PHOSPHORYLATION	15	-0.5727234	-1.2199827	0.09486166	0.5110894	1	3803	"tags=47%, list=17%, signal=56%"
SYNAPTIC VESICLE ENDOCYTOSIS	SYNAPTIC VESICLE ENDOCYTOSIS	41	-0.63468474	-1.2195889	0	0.5107	1	4159	"tags=61%, list=19%, signal=75%"
NEGATIVE REGULATION OF OLIGODENDROCYTE DIFFERENTIATION	NEGATIVE REGULATION OF OLIGODENDROCYTE DIFFERENTIATION	16	-0.4079501	-1.2180724	0.27639157	0.51251215	1	4838	"tags=56%, list=22%, signal=72%"
CALCIUM ION TRANSPORT	CALCIUM ION TRANSPORT	135	-0.33590972	-1.2180369	0.09504951	0.51146996	1	3906	"tags=44%, list=18%, signal=54%"
POSTSYNAPTIC CYTOSOL	POSTSYNAPTIC CYTOSOL	25	-0.42349923	-1.218003	0	0.5104429	1	5015	"tags=52%, list=23%, signal=67%"
PHAGOPHORE ASSEMBLY SITE	PHAGOPHORE ASSEMBLY SITE	21	-0.2943936	-1.2179141	0.21499014	0.50933456	1	3839	"tags=24%, list=18%, signal=29%"
MOTOR ACTIVITY	MOTOR ACTIVITY	112	-0.29021943	-1.2164568	0.20746888	0.511138	1	3560	"tags=29%, list=16%, signal=35%"
PITUITARY GLAND DEVELOPMENT	PITUITARY GLAND DEVELOPMENT	32	-0.39615953	-1.216433	0.092307694	0.50996673	1	3652	"tags=31%, list=17%, signal=37%"
NEURAL RETINA DEVELOPMENT	NEURAL RETINA DEVELOPMENT	15	-0.49136248	-1.2148373	0.16996047	0.51218724	1	2913	"tags=47%, list=13%, signal=54%"
RESPONSE TO NICOTINE	RESPONSE TO NICOTINE	45	-0.37614903	-1.2132595	0.18110237	0.51350546	1	4991	"tags=51%, list=23%, signal=66%"
TRANSCRIPTION COREPRESSOR BINDING	TRANSCRIPTION COREPRESSOR BINDING	16	-0.3717233	-1.2131519	0.11346154	0.5124076	1	3845	"tags=31%, list=18%, signal=38%"
SNARE COMPLEX	SNARE COMPLEX	44	-0.35657036	-1.2123303	0.119521916	0.51301324	1	4287	"tags=39%, list=20%, signal=48%"
SYNAPTIC CLEFT	SYNAPTIC CLEFT	19	-0.5909445	-1.2114705	0.08695652	0.51368153	1	4057	"tags=58%, list=19%, signal=71%"
POSITIVE REGULATION OF MITOCHONDRIAL FISSION	POSITIVE REGULATION OF MITOCHONDRIAL FISSION	15	-0.50704324	-1.2078035	0.16935484	0.5200651	1	7869	"tags=67%, list=36%, signal=104%"
PROTEIN PHOSPHATASE TYPE 2A COMPLEX	PROTEIN PHOSPHATASE TYPE 2A COMPLEX	17	-0.48303962	-1.2077401	0.22111554	0.518892	1	5405	"tags=53%, list=25%, signal=70%"
CHLORIDE TRANSMEMBRANE TRANSPORT	CHLORIDE TRANSMEMBRANE TRANSPORT	91	-0.24571808	-1.2075353	0	0.5182095	1	3636	"tags=34%, list=17%, signal=41%"
FACE DEVELOPMENT	FACE DEVELOPMENT	18	-0.3485924	-1.2063427	0.089613035	0.5185242	1	5361	"tags=39%, list=25%, signal=52%"
GAMMA-AMINOBUTYRIC ACID SIGNALING PATHWAY	GAMMA-AMINOBUTYRIC ACID SIGNALING PATHWAY	27	-0.5597614	-1.2058986	0.07114624	0.51790744	1	4214	"tags=70%, list=19%, signal=87%"
POSTSYNAPSE	POSTSYNAPSE	155	-0.48213118	-1.2058288	0	0.5168161	1	3685	"tags=47%, list=17%, signal=56%"
POSITIVE REGULATION OF EXOCYTOSIS	POSITIVE REGULATION OF EXOCYTOSIS	26	-0.33932036	-1.2057868	0	0.5158219	1	2476	"tags=35%, list=11%, signal=39%"
LYSOSOME LOCALIZATION	LYSOSOME LOCALIZATION	26	-0.29283893	-1.2056615	0.31960785	0.5148183	1	4089	"tags=27%, list=19%, signal=33%"
DENDRITIC SPINE MORPHOGENESIS	DENDRITIC SPINE MORPHOGENESIS	18	-0.73708135	-1.2043059	0	0.5162785	1	3550	"tags=61%, list=16%, signal=73%"
ACTIN MONOMER BINDING	ACTIN MONOMER BINDING	24	-0.40877977	-1.2041085	0.29436326	0.515328	1	4979	"tags=42%, list=23%, signal=54%"
POSITIVE REGULATION OF NEURON MIGRATION	POSITIVE REGULATION OF NEURON MIGRATION	20	-0.49674627	-1.2035251	0.28458497	0.5152613	1	3401	"tags=50%, list=16%, signal=59%"
POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL	POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL	34	-0.75340337	-1.203477	0	0.5142411	1	3173	"tags=82%, list=15%, signal=96%"
"POSITIVE REGULATION OF SYNAPTIC TRANSMISSION, GLUTAMATERGIC"	"POSITIVE REGULATION OF SYNAPTIC TRANSMISSION, GLUTAMATERGIC"	26	-0.50292873	-1.2034471	0.09881423	0.5131142	1	3623	"tags=62%, list=17%, signal=74%"
GPI ANCHOR BIOSYNTHETIC PROCESS	GPI ANCHOR BIOSYNTHETIC PROCESS	31	-0.22569397	-1.20315	0.28716904	0.5125146	1	16908	"tags=100%, list=77%, signal=443%"
GASTRULATION WITH MOUTH FORMING SECOND	GASTRULATION WITH MOUTH FORMING SECOND	25	-0.37338462	-1.2029954	0.29208925	0.51173186	1	5130	"tags=36%, list=24%, signal=47%"
FEMALE GONAD DEVELOPMENT	FEMALE GONAD DEVELOPMENT	26	-0.34504688	-1.2024198	0.09917355	0.5121553	1	668	"tags=19%, list=3%, signal=20%"
CAMP BINDING	CAMP BINDING	23	-0.5054539	-1.2019076	0.11857708	0.5120506	1	2042	"tags=52%, list=9%, signal=57%"
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE	53	-0.2888609	-1.2018205	0.113680154	0.51107013	1	2770	"tags=34%, list=13%, signal=39%"
REGULATION OF NMDA RECEPTOR ACTIVITY	REGULATION OF NMDA RECEPTOR ACTIVITY	17	-0.81488717	-1.2018131	0	0.5099666	1	1947	"tags=76%, list=9%, signal=84%"
POSITIVE REGULATION OF FILOPODIUM ASSEMBLY	POSITIVE REGULATION OF FILOPODIUM ASSEMBLY	31	-0.52131724	-1.2016551	0	0.5094094	1	3703	"tags=52%, list=17%, signal=62%"
CYTOPLASMIC MICROTUBULE	CYTOPLASMIC MICROTUBULE	57	-0.32654762	-1.2012208	0.22554891	0.5096678	1	3967	"tags=40%, list=18%, signal=49%"
CELLULAR RESPONSE TO NERVE GROWTH FACTOR STIMULUS	CELLULAR RESPONSE TO NERVE GROWTH FACTOR STIMULUS	43	-0.41589904	-1.2010128	0.23517786	0.5088449	1	4028	"tags=47%, list=18%, signal=57%"
PEPTIDYL-SERINE PHOSPHORYLATION	PEPTIDYL-SERINE PHOSPHORYLATION	154	-0.26833242	-1.2008507	0.30635837	0.50822085	1	3768	"tags=32%, list=17%, signal=39%"
PREPULSE INHIBITION	PREPULSE INHIBITION	15	-0.68780756	-1.2008299	0.100790516	0.5071372	1	5223	"tags=73%, list=24%, signal=96%"
HSP70 PROTEIN BINDING	HSP70 PROTEIN BINDING	48	-0.24257046	-1.2002898	0	0.5070894	1	3665	"tags=27%, list=17%, signal=32%"
VENTRICULAR CARDIAC MUSCLE CELL ACTION POTENTIAL	VENTRICULAR CARDIAC MUSCLE CELL ACTION POTENTIAL	17	-0.39772606	-1.2002066	0.28286853	0.50615525	1	1201	"tags=29%, list=6%, signal=31%"
ENDOPLASMIC RETICULUM TUBULAR NETWORK	ENDOPLASMIC RETICULUM TUBULAR NETWORK	15	-0.6071273	-1.1994721	0.11857708	0.5065181	1	4349	"tags=53%, list=20%, signal=67%"
HYALURONIC ACID BINDING	HYALURONIC ACID BINDING	22	-0.33883828	-1.1994238	0.2857143	0.50544864	1	1224	"tags=23%, list=6%, signal=24%"
CALCIUM CHANNEL REGULATOR ACTIVITY	CALCIUM CHANNEL REGULATOR ACTIVITY	27	-0.53423977	-1.1985209	0.23517786	0.50623363	1	5005	"tags=70%, list=23%, signal=91%"
EMBRYONIC BRAIN DEVELOPMENT	EMBRYONIC BRAIN DEVELOPMENT	15	-0.40869647	-1.1978987	0.2806324	0.5067588	1	4313	"tags=40%, list=20%, signal=50%"
DENDRITIC SPINE DEVELOPMENT	DENDRITIC SPINE DEVELOPMENT	17	-0.62135464	-1.1978456	0	0.5056962	1	5817	"tags=82%, list=27%, signal=112%"
NEUROPEPTIDE BINDING	NEUROPEPTIDE BINDING	21	-0.47695982	-1.197787	0.2797619	0.5048637	1	5294	"tags=57%, list=24%, signal=75%"
SYNAPTIC VESICLE MEMBRANE	SYNAPTIC VESICLE MEMBRANE	81	-0.5798333	-1.1968806	0	0.50588244	1	4092	"tags=57%, list=19%, signal=70%"
CELL COMMUNICATION	CELL COMMUNICATION	37	-0.4439246	-1.1968343	0.29149798	0.50482935	1	4838	"tags=49%, list=22%, signal=62%"
REGULATION OF CELL MORPHOGENESIS	REGULATION OF CELL MORPHOGENESIS	27	-0.25866216	-1.1968222	0.10483871	0.5037811	1	4578	"tags=30%, list=21%, signal=37%"
ANATOMICAL STRUCTURE FORMATION INVOLVED IN MORPHOGENESIS	ANATOMICAL STRUCTURE FORMATION INVOLVED IN MORPHOGENESIS	19	-0.48766407	-1.1964642	0.27639157	0.5037186	1	5653	"tags=47%, list=26%, signal=64%"
REGULATION OF DENDRITE DEVELOPMENT	REGULATION OF DENDRITE DEVELOPMENT	18	-0.63266677	-1.195594	0	0.504749	1	4196	"tags=61%, list=19%, signal=76%"
PRESYNAPSE	PRESYNAPSE	152	-0.5379646	-1.195353	0	0.5041825	1	5106	"tags=62%, list=23%, signal=80%"
VESICLE-MEDIATED TRANSPORT IN SYNAPSE	VESICLE-MEDIATED TRANSPORT IN SYNAPSE	15	-0.5394744	-1.1943877	0.11660079	0.505221	1	4714	"tags=67%, list=22%, signal=85%"
MICROTUBULE BUNDLE FORMATION	MICROTUBULE BUNDLE FORMATION	32	-0.42999887	-1.1943651	0.29865125	0.50425357	1	2695	"tags=44%, list=12%, signal=50%"
REGULATION OF SYNAPSE ORGANIZATION	REGULATION OF SYNAPSE ORGANIZATION	36	-0.4967627	-1.1934493	0	0.50500053	1	3113	"tags=53%, list=14%, signal=61%"
NEGATIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY	NEGATIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY	16	-0.5378563	-1.193287	0.10671937	0.50396866	1	1985	"tags=44%, list=9%, signal=48%"
RESPONSE TO CALCIUM ION	RESPONSE TO CALCIUM ION	66	-0.24780019	-1.1925658	0.098425195	0.50367934	1	1297	"tags=18%, list=6%, signal=19%"
