NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
STEREOCILIUM	STEREOCILIUM	46	0.34244984	1.318385	0.113680154	0.24274905	1	4085	"tags=28%, list=19%, signal=35%"
SCF UBIQUITIN LIGASE COMPLEX	SCF UBIQUITIN LIGASE COMPLEX	63	0.25723833	1.3169758	0	0.24416316	1	5063	"tags=24%, list=23%, signal=31%"
PROTEASOME COMPLEX	PROTEASOME COMPLEX	63	0.42244843	1.3169649	0.28346458	0.24393432	1	7321	"tags=37%, list=34%, signal=55%"
CELLULAR RESPONSE TO IONIZING RADIATION	CELLULAR RESPONSE TO IONIZING RADIATION	35	0.5119726	1.3162392	0	0.24453296	1	4598	"tags=37%, list=21%, signal=47%"
HEME BINDING	HEME BINDING	155	0.39344102	1.3157839	0	0.24510866	1	3287	"tags=22%, list=15%, signal=26%"
SCAVENGER RECEPTOR ACTIVITY	SCAVENGER RECEPTOR ACTIVITY	49	0.5144882	1.3152354	0.20669292	0.24520458	1	5273	"tags=43%, list=24%, signal=56%"
VISUAL PERCEPTION	VISUAL PERCEPTION	140	0.35649452	1.3151498	0	0.24517553	1	4261	"tags=31%, list=20%, signal=38%"
RESPONSE TO CAMP	RESPONSE TO CAMP	53	0.4316905	1.314785	0	0.24553454	1	6217	"tags=40%, list=28%, signal=55%"
CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING	CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING	28	0.2649388	1.3144873	0.1904762	0.24570492	1	4876	"tags=21%, list=22%, signal=28%"
POSITIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY	POSITIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY	15	0.59147	1.3139447	0	0.24626158	1	4738	"tags=60%, list=22%, signal=77%"
MICROVILLUS MEMBRANE	MICROVILLUS MEMBRANE	23	0.50393206	1.313684	0.1736527	0.24649721	1	4114	"tags=48%, list=19%, signal=59%"
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS	NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS	28	0.5127619	1.3126105	0	0.2473409	1	2333	"tags=32%, list=11%, signal=36%"
REGULATION OF PROTEIN KINASE ACTIVITY	REGULATION OF PROTEIN KINASE ACTIVITY	25	0.3109981	1.3123176	0	0.24723165	1	533	"tags=8%, list=2%, signal=8%"
ESC/E(Z) COMPLEX	ESC/E(Z) COMPLEX	16	0.37028256	1.312163	0.106930695	0.24735466	1	3990	"tags=31%, list=18%, signal=38%"
FOCAL ADHESION	FOCAL ADHESION	168	0.335095	1.3116692	0	0.24749926	1	3531	"tags=22%, list=16%, signal=26%"
POSITIVE REGULATION OF MACROAUTOPHAGY	POSITIVE REGULATION OF MACROAUTOPHAGY	31	0.3608952	1.3115182	0	0.24726999	1	1224	"tags=13%, list=6%, signal=14%"
RELEASE OF CYTOCHROME C FROM MITOCHONDRIA	RELEASE OF CYTOCHROME C FROM MITOCHONDRIA	23	0.3377897	1.3111626	0.19959266	0.24735455	1	3542	"tags=22%, list=16%, signal=26%"
SINGLE FERTILIZATION	SINGLE FERTILIZATION	57	0.35103765	1.311043	0	0.247293	1	4706	"tags=30%, list=22%, signal=38%"
COFACTOR BINDING	COFACTOR BINDING	21	0.4474089	1.3102338	0.1027668	0.24805741	1	3682	"tags=33%, list=17%, signal=40%"
RECIPROCAL MEIOTIC RECOMBINATION	RECIPROCAL MEIOTIC RECOMBINATION	23	0.47947305	1.3100909	0.11811024	0.2480713	1	5937	"tags=39%, list=27%, signal=54%"
REGULATION OF SENSORY PERCEPTION OF PAIN	REGULATION OF SENSORY PERCEPTION OF PAIN	43	0.35458612	1.3098748	0.1875	0.24793833	1	584	"tags=12%, list=3%, signal=12%"
3'-5' DNA HELICASE ACTIVITY	3'-5' DNA HELICASE ACTIVITY	17	0.5005722	1.3097007	0	0.24793497	1	5850	"tags=35%, list=27%, signal=48%"
CELLULAR RESPONSE TO GAMMA RADIATION	CELLULAR RESPONSE TO GAMMA RADIATION	29	0.4908438	1.3091995	0	0.24805711	1	6559	"tags=52%, list=30%, signal=74%"
ACROSOME REACTION	ACROSOME REACTION	16	0.39598906	1.3090607	0.09448819	0.24782935	1	1306	"tags=13%, list=6%, signal=13%"
REGULATION OF BLOOD PRESSURE	REGULATION OF BLOOD PRESSURE	52	0.39316678	1.3082867	0.10059172	0.24865268	1	1594	"tags=17%, list=7%, signal=19%"
EXONUCLEASE ACTIVITY	EXONUCLEASE ACTIVITY	43	0.31271273	1.3067126	0.098425195	0.25069103	1	7671	"tags=35%, list=35%, signal=54%"
ACTIN FILAMENT ORGANIZATION	ACTIN FILAMENT ORGANIZATION	118	0.26175654	1.3051555	0.09638554	0.25193354	1	3552	"tags=20%, list=16%, signal=24%"
MAGNESIUM ION BINDING	MAGNESIUM ION BINDING	212	0.20788789	1.3047209	0	0.25201714	1	3219	"tags=13%, list=15%, signal=15%"
RESPONSE TO MUSCLE STRETCH	RESPONSE TO MUSCLE STRETCH	16	0.48509043	1.303363	0.17165668	0.25297198	1	5574	"tags=50%, list=26%, signal=67%"
M BAND	M BAND	23	0.3993672	1.3031131	0.08661418	0.25305963	1	5348	"tags=39%, list=25%, signal=52%"
APICAL PLASMA MEMBRANE	APICAL PLASMA MEMBRANE	340	0.3624267	1.3029033	0	0.25289708	1	4392	"tags=31%, list=20%, signal=38%"
SPINDLE POLE CENTROSOME	SPINDLE POLE CENTROSOME	18	0.48015147	1.3025028	0.09881423	0.2527288	1	7320	"tags=61%, list=34%, signal=92%"
ACROSOMAL VESICLE	ACROSOMAL VESICLE	111	0.383184	1.3021921	0	0.25341737	1	4836	"tags=32%, list=22%, signal=40%"
CONTRACTILE FIBER	CONTRACTILE FIBER	19	0.47243276	1.301402	0	0.25378376	1	7054	"tags=63%, list=32%, signal=93%"
CELLULAR RESPONSE TO CHEMOKINE	CELLULAR RESPONSE TO CHEMOKINE	18	0.4100094	1.3014009	0.106299214	0.2535525	1	3777	"tags=22%, list=17%, signal=27%"
CHROMOSOME SEGREGATION	CHROMOSOME SEGREGATION	87	0.3886471	1.3011202	0.2173913	0.2536413	1	6195	"tags=40%, list=28%, signal=56%"
NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE	NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE	20	0.2868428	1.2994776	0	0.25523344	1	1654	"tags=10%, list=8%, signal=11%"
GUANYL NUCLEOTIDE BINDING	GUANYL NUCLEOTIDE BINDING	17	0.37302607	1.2985401	0.0968421	0.2557865	1	1754	"tags=24%, list=8%, signal=26%"
LYSOSOMAL TRANSPORT	LYSOSOMAL TRANSPORT	16	0.3562876	1.298427	0.105882354	0.2558044	1	2807	"tags=19%, list=13%, signal=22%"
POSITIVE REGULATION BY HOST OF VIRAL TRANSCRIPTION	POSITIVE REGULATION BY HOST OF VIRAL TRANSCRIPTION	15	0.36503172	1.2981436	0.17716536	0.25569114	1	2754	"tags=20%, list=13%, signal=23%"
PROTEIN STABILIZATION	PROTEIN STABILIZATION	170	0.20393059	1.2973747	0.100603625	0.2560077	1	3948	"tags=14%, list=18%, signal=17%"
MORPHOGENESIS OF AN EPITHELIUM	MORPHOGENESIS OF AN EPITHELIUM	23	0.4936971	1.2973735	0.10843374	0.25577554	1	6277	"tags=48%, list=29%, signal=67%"
MAP KINASE KINASE KINASE ACTIVITY	MAP KINASE KINASE KINASE ACTIVITY	23	0.3340161	1.2957526	0	0.25779772	1	1305	"tags=13%, list=6%, signal=14%"
GLUCOSE HOMEOSTASIS	GLUCOSE HOMEOSTASIS	127	0.2834982	1.2933998	0.10650887	0.26021233	1	3339	"tags=17%, list=15%, signal=20%"
COPII-COATED ER TO GOLGI TRANSPORT VESICLE	COPII-COATED ER TO GOLGI TRANSPORT VESICLE	35	0.27207318	1.2930056	0.105050504	0.2605218	1	1944	"tags=9%, list=9%, signal=9%"
STEM CELL POPULATION MAINTENANCE	STEM CELL POPULATION MAINTENANCE	64	0.27079564	1.2920073	0.18125	0.26109827	1	7121	"tags=34%, list=33%, signal=51%"
EARLY ENDOSOME MEMBRANE	EARLY ENDOSOME MEMBRANE	116	0.27921173	1.2919354	0.09311741	0.26086164	1	1067	"tags=9%, list=5%, signal=9%"
PROTEIN K63-LINKED DEUBIQUITINATION	PROTEIN K63-LINKED DEUBIQUITINATION	30	0.32721478	1.291347	0.18585859	0.2615801	1	3731	"tags=20%, list=17%, signal=24%"
G2/M TRANSITION OF MITOTIC CELL CYCLE	G2/M TRANSITION OF MITOTIC CELL CYCLE	42	0.25085035	1.2903306	0.172	0.26298398	1	4395	"tags=26%, list=20%, signal=33%"
DNA REPLICATION ORIGIN BINDING	DNA REPLICATION ORIGIN BINDING	22	0.59465694	1.2900589	0	0.26311684	1	6635	"tags=64%, list=30%, signal=91%"
POSITIVE REGULATION OF GTPASE ACTIVITY	POSITIVE REGULATION OF GTPASE ACTIVITY	296	0.2563683	1.2898407	0	0.26329014	1	3508	"tags=18%, list=16%, signal=21%"
DNA HELICASE ACTIVITY	DNA HELICASE ACTIVITY	53	0.35035875	1.2893164	0.17786561	0.2639475	1	6635	"tags=36%, list=30%, signal=51%"
PROTEASOMAL UBIQUITIN-INDEPENDENT PROTEIN CATABOLIC PROCESS	PROTEASOMAL UBIQUITIN-INDEPENDENT PROTEIN CATABOLIC PROCESS	21	0.52638036	1.2881845	0.2857143	0.2649878	1	761	"tags=14%, list=3%, signal=15%"
FIBRINOLYSIS	FIBRINOLYSIS	15	0.6416468	1.2873826	0.20750988	0.266287	1	6943	"tags=87%, list=32%, signal=127%"
ISOMERASE ACTIVITY	ISOMERASE ACTIVITY	132	0.26095045	1.2872152	0.08461539	0.2662619	1	4374	"tags=20%, list=20%, signal=25%"
MUSCLE ALPHA-ACTININ BINDING	MUSCLE ALPHA-ACTININ BINDING	17	0.56615233	1.2865809	0	0.26695698	1	5112	"tags=59%, list=23%, signal=77%"
PROTEIN COMPLEX OLIGOMERIZATION	PROTEIN COMPLEX OLIGOMERIZATION	49	0.26030803	1.2865688	0.1	0.2667757	1	3968	"tags=20%, list=18%, signal=25%"
NUCLEOSIDE METABOLIC PROCESS	NUCLEOSIDE METABOLIC PROCESS	20	0.41315356	1.2854859	0.09917355	0.2676224	1	1206	"tags=10%, list=6%, signal=11%"
PROTEIN MONOUBIQUITINATION	PROTEIN MONOUBIQUITINATION	36	0.31359765	1.2846487	0.09784736	0.26828867	1	207	"tags=6%, list=1%, signal=6%"
PHOSPHOLIPASE ACTIVITY	PHOSPHOLIPASE ACTIVITY	23	0.39719146	1.2838142	0.18255578	0.26940352	1	4699	"tags=39%, list=22%, signal=50%"
RECEPTOR INTERNALIZATION	RECEPTOR INTERNALIZATION	36	0.27553672	1.2832389	0.092369474	0.26986912	1	3468	"tags=22%, list=16%, signal=26%"
"PHOSPHATIDYLINOSITOL-3,5-BISPHOSPHATE BINDING"	"PHOSPHATIDYLINOSITOL-3,5-BISPHOSPHATE BINDING"	27	0.28196156	1.2827126	0.09638554	0.27013376	1	2602	"tags=15%, list=12%, signal=17%"
FATTY ACID BIOSYNTHETIC PROCESS	FATTY ACID BIOSYNTHETIC PROCESS	68	0.25300238	1.2817757	0	0.27094096	1	4888	"tags=29%, list=22%, signal=38%"
"DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY, RNA POLYMERASE II-SPECIFIC"	"DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY, RNA POLYMERASE II-SPECIFIC"	416	0.36159983	1.2814795	0.10650887	0.27081475	1	3791	"tags=26%, list=17%, signal=31%"
CENTROSOME CYCLE	CENTROSOME CYCLE	39	0.35379297	1.281383	0.08695652	0.27057198	1	7054	"tags=44%, list=32%, signal=64%"
HEME BIOSYNTHETIC PROCESS	HEME BIOSYNTHETIC PROCESS	18	0.3474133	1.280444	0.1	0.27159205	1	9049	"tags=33%, list=41%, signal=57%"
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION	DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION	74	0.37323987	1.2802293	0	0.27166888	1	7066	"tags=43%, list=32%, signal=64%"
POSITIVE REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER	POSITIVE REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER	20	0.39136252	1.2788427	0	0.27433375	1	5206	"tags=30%, list=24%, signal=39%"
LATERAL ELEMENT	LATERAL ELEMENT	17	0.5316908	1.2781018	0.16996047	0.27491227	1	6688	"tags=47%, list=31%, signal=68%"
VASCULATURE DEVELOPMENT	VASCULATURE DEVELOPMENT	28	0.36634034	1.2775646	0.15612648	0.2754233	1	446	"tags=7%, list=2%, signal=7%"
NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	NEGATIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY	71	0.30836636	1.2772902	0.18108653	0.27529266	1	2856	"tags=20%, list=13%, signal=23%"
POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION	POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION	68	0.3488757	1.2769167	0	0.27551746	1	3979	"tags=31%, list=18%, signal=38%"
POSITIVE REGULATION OF CELL CYCLE	POSITIVE REGULATION OF CELL CYCLE	40	0.32558957	1.2767876	0.072874494	0.27545273	1	3542	"tags=23%, list=16%, signal=27%"
POSITIVE REGULATION OF CHOLESTEROL EFFLUX	POSITIVE REGULATION OF CHOLESTEROL EFFLUX	16	0.6073976	1.2766645	0.22113504	0.27520725	1	3922	"tags=50%, list=18%, signal=61%"
ACTIN FILAMENT BUNDLE ASSEMBLY	ACTIN FILAMENT BUNDLE ASSEMBLY	44	0.30343172	1.2764661	0.10139165	0.27512422	1	3875	"tags=27%, list=18%, signal=33%"
NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION	NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION	18	0.3946826	1.276216	0.10735586	0.27518055	1	2871	"tags=33%, list=13%, signal=38%"
MITOTIC CELL CYCLE	MITOTIC CELL CYCLE	120	0.24495925	1.276132	0.17165668	0.27509445	1	6213	"tags=30%, list=28%, signal=42%"
CELLULAR RESPONSE TO HYPOXIA	CELLULAR RESPONSE TO HYPOXIA	117	0.2466266	1.2758694	0.18689787	0.27500075	1	3548	"tags=19%, list=16%, signal=22%"
MITOCHONDRIAL CALCIUM ION HOMEOSTASIS	MITOCHONDRIAL CALCIUM ION HOMEOSTASIS	15	0.4199431	1.2750432	0.20283976	0.27614838	1	3786	"tags=33%, list=17%, signal=40%"
CHLORIDE TRANSPORT	CHLORIDE TRANSPORT	79	0.2750735	1.2741381	0.11324376	0.27641952	1	3087	"tags=20%, list=14%, signal=24%"
STRUCTURAL CONSTITUENT OF MUSCLE	STRUCTURAL CONSTITUENT OF MUSCLE	22	0.39285305	1.2734371	0	0.2770529	1	3771	"tags=32%, list=17%, signal=38%"
SIGNALING RECEPTOR ACTIVITY	SIGNALING RECEPTOR ACTIVITY	215	0.3671363	1.2731149	0	0.27723187	1	3781	"tags=26%, list=17%, signal=31%"
ENDOPEPTIDASE INHIBITOR ACTIVITY	ENDOPEPTIDASE INHIBITOR ACTIVITY	30	0.5746803	1.2703733	0.18181819	0.28094488	1	4120	"tags=47%, list=19%, signal=57%"
KILLING OF CELLS OF OTHER ORGANISM	KILLING OF CELLS OF OTHER ORGANISM	30	0.49763715	1.2696362	0.1027668	0.28181237	1	5191	"tags=53%, list=24%, signal=70%"
"OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-CH GROUP OF DONORS"	"OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-CH GROUP OF DONORS"	29	0.3509238	1.2695011	0.21428572	0.28188467	1	7070	"tags=45%, list=32%, signal=66%"
CCR CHEMOKINE RECEPTOR BINDING	CCR CHEMOKINE RECEPTOR BINDING	22	0.65778154	1.2689044	0	0.2825538	1	3508	"tags=68%, list=16%, signal=81%"
ALPHA-ACTININ BINDING	ALPHA-ACTININ BINDING	21	0.40497264	1.268851	0.097165994	0.28243443	1	1150	"tags=14%, list=5%, signal=15%"
AGGRESOME	AGGRESOME	36	0.27236986	1.2686472	0.102661595	0.28245118	1	2126	"tags=14%, list=10%, signal=15%"
CALCIUM ION HOMEOSTASIS	CALCIUM ION HOMEOSTASIS	27	0.29657403	1.2680748	0.09751434	0.2832413	1	3633	"tags=22%, list=17%, signal=27%"
DIET INDUCED THERMOGENESIS	DIET INDUCED THERMOGENESIS	15	0.51144004	1.2677542	0.11857708	0.28367186	1	3761	"tags=40%, list=17%, signal=48%"
INTERMEDIATE FILAMENT ORGANIZATION	INTERMEDIATE FILAMENT ORGANIZATION	18	0.47460914	1.2676666	0.1827112	0.28369495	1	3290	"tags=33%, list=15%, signal=39%"
CELLULAR RESPONSE TO AMINO ACID STIMULUS	CELLULAR RESPONSE TO AMINO ACID STIMULUS	57	0.32952887	1.2658215	0.1920792	0.28510028	1	715	"tags=9%, list=3%, signal=9%"
NUCLEAR INNER MEMBRANE	NUCLEAR INNER MEMBRANE	52	0.2861657	1.2656745	0.10429448	0.28502667	1	5946	"tags=35%, list=27%, signal=47%"
IRON ION BINDING	IRON ION BINDING	168	0.40875572	1.2651603	0	0.28577065	1	4267	"tags=30%, list=20%, signal=37%"
DAMAGED DNA BINDING	DAMAGED DNA BINDING	49	0.39240357	1.2650464	0	0.28578687	1	6122	"tags=37%, list=28%, signal=51%"
POSITIVE REGULATION OF MITOTIC CELL CYCLE	POSITIVE REGULATION OF MITOTIC CELL CYCLE	39	0.32821676	1.2650084	0.10650887	0.2855364	1	6112	"tags=38%, list=28%, signal=53%"
NEGATIVE REGULATION OF TRANSLATION	NEGATIVE REGULATION OF TRANSLATION	80	0.21723709	1.263712	0.09663866	0.28756043	1	3747	"tags=13%, list=17%, signal=15%"
REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS	REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS	19	0.3411168	1.263685	0.3006263	0.2873085	1	2871	"tags=21%, list=13%, signal=24%"
ISOTYPE SWITCHING	ISOTYPE SWITCHING	16	0.53315073	1.2623439	0	0.28930125	1	6551	"tags=50%, list=30%, signal=71%"
CELLULAR RESPONSE TO ATP	CELLULAR RESPONSE TO ATP	16	0.39538556	1.2622905	0.20082815	0.28904778	1	1559	"tags=19%, list=7%, signal=20%"
NUCLEAR BODY	NUCLEAR BODY	308	0.20763102	1.262177	0.072874494	0.28894418	1	6545	"tags=28%, list=30%, signal=39%"
HETEROPHILIC CELL-CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES	HETEROPHILIC CELL-CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES	43	0.3844578	1.2615049	0.19502075	0.2896558	1	2797	"tags=30%, list=13%, signal=35%"
CELL VOLUME HOMEOSTASIS	CELL VOLUME HOMEOSTASIS	17	0.45944557	1.261143	0.17125984	0.28971803	1	5478	"tags=53%, list=25%, signal=71%"
REGULATION OF MUSCLE CONTRACTION	REGULATION OF MUSCLE CONTRACTION	22	0.50305384	1.2607833	0.21850394	0.29008004	1	3890	"tags=45%, list=18%, signal=55%"
PROTEIN LOCALIZATION TO NUCLEUS	PROTEIN LOCALIZATION TO NUCLEUS	37	0.3814316	1.260729	0.21471173	0.28982756	1	3502	"tags=19%, list=16%, signal=22%"
EPIDERMAL GROWTH FACTOR RECEPTOR BINDING	EPIDERMAL GROWTH FACTOR RECEPTOR BINDING	33	0.32698673	1.2603654	0.09467456	0.2899306	1	5538	"tags=30%, list=25%, signal=41%"
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO OXIDATIVE STRESS	INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO OXIDATIVE STRESS	15	0.2832153	1.2592167	0	0.29132748	1	451	"tags=7%, list=2%, signal=7%"
PROTEIN TYROSINE KINASE ACTIVITY	PROTEIN TYROSINE KINASE ACTIVITY	116	0.30155626	1.2591127	0.19284295	0.2912679	1	2035	"tags=16%, list=9%, signal=17%"
CELL DIVISION	CELL DIVISION	346	0.22363551	1.2590233	0.2173913	0.29114643	1	6781	"tags=33%, list=31%, signal=47%"
POSITIVE REGULATION OF NITRIC-OXIDE SYNTHASE ACTIVITY	POSITIVE REGULATION OF NITRIC-OXIDE SYNTHASE ACTIVITY	18	0.29131067	1.2583047	0.10330579	0.29205754	1	3034	"tags=22%, list=14%, signal=26%"
"DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY, RNA POLYMERASE II-SPECIFIC"	"DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY, RNA POLYMERASE II-SPECIFIC"	329	0.36143932	1.2578847	0.21301775	0.29231623	1	3751	"tags=25%, list=17%, signal=29%"
ACROSOMAL MEMBRANE	ACROSOMAL MEMBRANE	23	0.48313776	1.2578678	0	0.2920628	1	5945	"tags=43%, list=27%, signal=60%"
REGULATION OF TRANSLATION	REGULATION OF TRANSLATION	136	0.19901791	1.2564158	0.29645094	0.29356182	1	3934	"tags=14%, list=18%, signal=17%"
OOGENESIS	OOGENESIS	39	0.3215131	1.2552133	0	0.2947126	1	4934	"tags=26%, list=23%, signal=33%"
RESPONSE TO LIGHT STIMULUS	RESPONSE TO LIGHT STIMULUS	26	0.34887442	1.2548623	0.11472275	0.29468235	1	6217	"tags=31%, list=28%, signal=43%"
FATTY ACID BINDING	FATTY ACID BINDING	30	0.44841176	1.2544507	0.1183432	0.29525608	1	3865	"tags=30%, list=18%, signal=36%"
CALCIUM-MEDIATED SIGNALING	CALCIUM-MEDIATED SIGNALING	82	0.3426017	1.2540818	0.10650887	0.29577306	1	2373	"tags=20%, list=11%, signal=22%"
RESPONSE TO NUTRIENT	RESPONSE TO NUTRIENT	77	0.2770296	1.2529231	0.10650887	0.29693055	1	4256	"tags=23%, list=19%, signal=29%"
ACETYLGLUCOSAMINYLTRANSFERASE ACTIVITY	ACETYLGLUCOSAMINYLTRANSFERASE ACTIVITY	42	0.2838542	1.251863	0.1048218	0.29789853	1	4080	"tags=26%, list=19%, signal=32%"
RESPONSE TO CADMIUM ION	RESPONSE TO CADMIUM ION	29	0.309705	1.2515237	0.1027668	0.2980037	1	3976	"tags=21%, list=18%, signal=25%"
HISTONE DEACETYLASE BINDING	HISTONE DEACETYLASE BINDING	119	0.22277954	1.2514936	0	0.29780373	1	4851	"tags=20%, list=22%, signal=26%"
POSITIVE REGULATION OF CELL-MATRIX ADHESION	POSITIVE REGULATION OF CELL-MATRIX ADHESION	26	0.39551568	1.2513678	0	0.2976912	1	3339	"tags=35%, list=15%, signal=41%"
ACETYLTRANSFERASE ACTIVITY	ACETYLTRANSFERASE ACTIVITY	20	0.32708445	1.2512133	0.10325048	0.29759163	1	2829	"tags=20%, list=13%, signal=23%"
SYNAPTONEMAL COMPLEX	SYNAPTONEMAL COMPLEX	38	0.4627923	1.2508864	0.08695652	0.29760298	1	6762	"tags=53%, list=31%, signal=76%"
"ATPASE ACTIVITY, COUPLED"	"ATPASE ACTIVITY, COUPLED"	16	0.3471586	1.2505478	0.17786561	0.29785317	1	9139	"tags=69%, list=42%, signal=118%"
RETINOIC ACID METABOLIC PROCESS	RETINOIC ACID METABOLIC PROCESS	17	0.507809	1.2502937	0.1030303	0.29795346	1	2594	"tags=29%, list=12%, signal=33%"
THREONINE-TYPE ENDOPEPTIDASE ACTIVITY	THREONINE-TYPE ENDOPEPTIDASE ACTIVITY	21	0.59117365	1.2498938	0.27799228	0.29797822	1	568	"tags=14%, list=3%, signal=15%"
REGULATION OF MAPK CASCADE	REGULATION OF MAPK CASCADE	31	0.28970745	1.2495407	0.106930695	0.29872203	1	3436	"tags=19%, list=16%, signal=23%"
SPINDLE MICROTUBULE	SPINDLE MICROTUBULE	33	0.30698064	1.2494613	0.3339921	0.29846674	1	6722	"tags=52%, list=31%, signal=74%"
BINDING OF SPERM TO ZONA PELLUCIDA	BINDING OF SPERM TO ZONA PELLUCIDA	33	0.3007872	1.2490252	0.18108653	0.2988468	1	4191	"tags=18%, list=19%, signal=22%"
I BAND	I BAND	24	0.48252553	1.2475243	0.17330678	0.300701	1	7340	"tags=67%, list=34%, signal=100%"
NEGATIVE REGULATION OF ANGIOGENESIS	NEGATIVE REGULATION OF ANGIOGENESIS	95	0.38372296	1.2470844	0.10650887	0.30085608	1	2431	"tags=19%, list=11%, signal=21%"
PLATELET AGGREGATION	PLATELET AGGREGATION	26	0.40090612	1.2468433	0.100790516	0.30082566	1	2370	"tags=27%, list=11%, signal=30%"
DNA DAMAGE CHECKPOINT	DNA DAMAGE CHECKPOINT	31	0.3421992	1.2467232	0.2193676	0.30065942	1	6559	"tags=35%, list=30%, signal=51%"
POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION	POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION	40	0.39742792	1.2464317	0.21471173	0.30117702	1	4108	"tags=30%, list=19%, signal=37%"
INTEGRIN BINDING	INTEGRIN BINDING	117	0.4334355	1.2464188	0.10650887	0.30097216	1	3620	"tags=29%, list=17%, signal=35%"
CERAMIDE METABOLIC PROCESS	CERAMIDE METABOLIC PROCESS	19	0.51284987	1.2456638	0	0.30123493	1	6132	"tags=53%, list=28%, signal=73%"
VENTRICULAR CARDIAC MUSCLE TISSUE MORPHOGENESIS	VENTRICULAR CARDIAC MUSCLE TISSUE MORPHOGENESIS	25	0.45657757	1.2452825	0.103846155	0.30167428	1	3771	"tags=32%, list=17%, signal=39%"
NUCLEAR ENVELOPE	NUCLEAR ENVELOPE	180	0.23581511	1.2452801	0.20210527	0.3014183	1	1740	"tags=9%, list=8%, signal=10%"
BLOOD COAGULATION	BLOOD COAGULATION	69	0.496687	1.2452612	0.10059172	0.3011631	1	3319	"tags=32%, list=15%, signal=37%"
NEGATIVE REGULATION OF DNA REPLICATION	NEGATIVE REGULATION OF DNA REPLICATION	15	0.5280239	1.2447559	0.2055336	0.3016054	1	8756	"tags=73%, list=40%, signal=122%"
CELLULAR AMINO ACID BIOSYNTHETIC PROCESS	CELLULAR AMINO ACID BIOSYNTHETIC PROCESS	24	0.48621008	1.2446258	0.19329388	0.301596	1	4257	"tags=29%, list=20%, signal=36%"
CELL-CELL SIGNALING	CELL-CELL SIGNALING	72	0.3691186	1.2429249	0.103053436	0.30301654	1	4599	"tags=25%, list=21%, signal=32%"
PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY	37	0.3289695	1.2425803	0.27745664	0.30322564	1	8094	"tags=54%, list=37%, signal=86%"
PROTEIN PEPTIDYL-PROLYL ISOMERIZATION	PROTEIN PEPTIDYL-PROLYL ISOMERIZATION	37	0.3289695	1.2425803	0.27745664	0.30291685	1	8094	"tags=54%, list=37%, signal=86%"
EXOCYST	EXOCYST	18	0.40087265	1.2418739	0.1933472	0.3038782	1	1628	"tags=17%, list=7%, signal=18%"
REGULATION OF NEURON DEATH	REGULATION OF NEURON DEATH	19	0.34985808	1.2403268	0.098393574	0.30586943	1	2871	"tags=21%, list=13%, signal=24%"
CENTRIOLE REPLICATION	CENTRIOLE REPLICATION	17	0.42789367	1.2401276	0.1003937	0.30575866	1	5937	"tags=41%, list=27%, signal=57%"
